TotalLengthofFwdPacket,TotalLengthofBwdPacket,FwdPacketLengthMin,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytess,FlowIATMax,FwdIATMin,BwdIATTotal,BwdIATMax,BwdIATMin,FwdURGFlags,FwdPacketss,BwdPacketss,PacketLengthMean,PacketLengthVariance,SYNFlagCount,RSTFlagCount,ECEFlagCount,DownUpRatio,FwdPacketBulkAvg,FwdBulkRateAvg,BwdBytesBulkAvg,BwdBulkRateAvg,SubflowBwdPackets,SubflowBwdBytes,BwdInitWinBytes,FwdActDataPkts,ActiveStd,ActiveMax,IdleMean,IdleStd,IdleMin,Label
486,53930,0,0,856.031746,596.288547,1197719.719,4719,1,44925,4991,0,0,1408.667708,1386.657276,425.125,355127.6378,4,0,0,0,0,0,54416,1238359,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,361,0,4,4,4,0,2739.726027,5479.452055,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
454,11408,0,0,345.6969697,552.0633164,1583500.2,874,0,6925,1089,0,0,4271.792818,4405.286344,179.7272727,178252.5706,4,0,0,1,0,0,11862,1906460,0,0,14480,12,0,0,0,0,0,0
454,19102,0,0,489.7948718,616.3631952,1364213.464,1678,1,13758,2013,0,0,2650.854552,2720.613882,250.7179487,245600.309,4,0,0,1,0,0,19556,1496250,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,348,0,2,2,2,0,2857.142857,5714.285714,0,0,0,0,0,2,0,0,0,0,0,0,30408,0,0,0,0,0,0,0
0,342,0,0,68.4,93.66055733,409.696142,588692,8,743445,665637,7,0,5.989709679,5.989709679,31.09090909,4784.890909,4,0,0,1,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
948,9224,0,0,614.9333333,676.0667197,8927.482199,999440,3,1138873,1000776,1,0,10.53183114,13.16478893,363.2857143,318535.9153,4,0,0,1,0,0,10172,8937,0,0,8688,4,0,0,0,0,0,0
746,0,0,0,0,0,2350.953933,200576,4,2,2,2,0,18.90847667,6.302825557,82.88888889,27052.86111,4,0,0,0,0,0,0,0,0,0,23765,2,0,0,0,0,0,0
90,122,45,61,61,0,202676.8642,1028,10,8,8,8,0,1912.045889,1912.045889,51.4,76.8,0,0,0,1,0,0,212,202676,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,40012,3,8,8,8,0,47.76765811,31.84510541,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,338,0,3,3,3,0,2932.55132,5865.102639,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
0,0,0,0,0,0,0,377,0,3,3,3,0,2631.578947,5263.157895,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
90,122,45,61,61,0,180272.1088,1166,2,8,8,8,0,1700.680272,1700.680272,51.4,76.8,0,0,0,1,0,0,212,180272,0,0,0,1,0,0,0,0,0,0
1050,0,525,0,0,0,105000000,10,10,0,0,0,0,200000,0,525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
252,712,0,0,37.47368421,32.28582149,453.8779492,446836,3,2089781,758845,4,0,9.887382711,8.945727215,23.51219512,758.5560976,4,0,0,0,0,0,964,546,0,0,16383,12,0,0,0,0,0,1
90,122,45,61,61,0,195933.4566,1061,11,10,10,10,0,1848.428835,1848.428835,51.4,76.8,0,0,0,1,0,0,212,195933,0,0,0,1,0,0,0,0,0,0
600,272,0,0,54.4,74.49026782,1145.162476,246207,2,680244,433638,7,0,10.50607777,6.566298604,62.28571429,5627.912088,4,0,0,0,0,0,872,3331,0,0,16383,4,0,0,0,0,0,1
90,122,45,61,61,0,203259.8274,1027,9,7,7,7,0,1917.545542,1917.545542,51.4,76.8,0,0,0,1,0,0,212,203259,0,0,0,1,0,0,0,0,0,0
246,128,0,0,18.28571429,20.13052645,688.3287782,89531,1,500006,236462,3,0,22.08541534,12.88315895,18.7,332.6421053,4,0,0,0,0,0,374,1170,0,0,16383,8,0,0,0,0,0,0
0,0,0,0,0,0,0,311,0,2,2,2,0,3194.888179,6389.776358,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,350,0,5,5,5,0,2816.901408,5633.802817,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
0,0,0,0,0,0,0,341,0,2,2,2,0,2915.451895,5830.90379,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
248,2894,0,0,192.9333333,442.9728251,1702.413559,451795,3,1740984,523799,3,0,8.127372177,8.127372177,101.3548387,99780.43656,4,0,0,1,0,0,3142,3024,0,0,16383,10,0,0,0,0,0,1
222,924,0,0,18.11764706,20.1788474,272.4057277,597732,1,4206435,986994,1,0,11.88506665,12.12276798,11.23529412,271.1124054,4,0,0,1,0,0,1146,274,0,0,20272,20,0,0,0,0,0,0
120,0,0,0,0,0,79.94931214,652740,1,1392853,740093,3,0,3.997465607,3.331221339,10,545.4545455,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
46150,754,0,0,39.68421053,38.17220139,22982.25421,342699,1,1994849,382274,2,0,24.98923258,9.309714099,660.6197183,488388.1247,4,0,0,0,0,0,46904,31574,0,0,16383,46,0,0,0,0,0,1
0,0,0,0,0,0,0,322,0,4,4,4,0,3067.484663,6134.969325,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
312,0,0,0,0,0,600.1315673,268362,5,459402,345405,6,0,11.54099168,9.617493066,26,3687.272727,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,352,0,3,3,3,0,2816.901408,5633.802817,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,309,0,2,2,2,0,3215.434084,6430.868167,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
470,25948,0,0,603.4418605,633.7144957,1360770.578,2643,0,18809,2643,0,0,2163.387246,2214.896466,307.1860465,287444.3885,4,0,0,1,0,0,26418,1456419,0,0,14480,12,0,0,0,0,0,0
74,106,37,53,53,0,181818.1818,977,8,5,5,5,0,2020.20202,2020.20202,43.4,76.8,0,0,0,1,0,0,180,181818,0,0,0,1,0,0,0,0,0,0
1462,8916,0,0,72.48780488,205.2546346,326362.4642,1070,0,31275,1070,1,0,3773.703576,3868.046165,42.53278689,22427.13061,4,0,0,1,0,0,10378,344406,0,0,47784,58,0,0,0,0,0,0
0,0,0,0,0,0,0,323,0,3,3,3,0,3067.484663,6134.969325,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
48,0,24,0,0,0,48000000,1,1,0,0,0,0,2000000,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
348,840,0,0,168,230.0434742,3946.227665,86052,2,245567,158515,8,0,23.25218321,16.6087023,91.38461538,25398.92308,4,0,0,0,0,0,1188,26095,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,306,0,2,2,2,0,3246.753247,6493.506494,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
2162,1343578,0,0,1236.042318,476.2150845,175736.2434,2930238,1,7657262,2930644,1,0,73.65110739,141.9481449,814.6125908,491177.5191,4,0,0,1,0,0,448580,744407,543,671789,65160,92,0,0,0,0,0,0
0,0,0,0,0,0,0,9294,5,9,9,9,0,199.5476919,133.0317946,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,36851,8,8,8,8,0,43.21396675,28.80931117,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
120,0,0,0,0,0,118.8503605,382642,1,948439,565787,1,0,5.942518023,4.952098353,10,545.4545455,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
1278,525432,0,0,1207.889655,504.7649238,586318.0217,511133,1,897869,511541,1,0,244.8975048,484.2291573,802.9115854,492385.8456,4,0,0,1,0,0,526710,590155,0,0,34752,40,0,0,0,0,0,0
0,0,0,0,0,0,0,312,0,4,4,4,0,3164.556962,6329.113924,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
422,998,0,0,142.5714286,243.4870682,2621.348111,269134,7,469956,359467,2,0,12.92213858,12.92213858,94.66666667,32329.80952,4,0,0,1,0,0,1420,4503,0,0,16383,2,0,0,0,0,0,1
90,122,45,61,61,0,207436.3992,1007,6,9,9,9,0,1956.947162,1956.947162,51.4,76.8,0,0,0,1,0,0,212,207436,0,0,0,1,0,0,0,0,0,0
1856,1050164,0,0,1228.261988,484.4709533,93598.56694,6578856,1,11239239,6580429,1,0,39.50282668,76.06963245,809.2461538,492039.9763,4,0,0,1,0,0,350673,412964,427,525082,59368,74,0,3756594,6578856,0,6578856,0
0,0,0,0,0,0,0,320,0,2,2,2,0,3105.590062,6211.180124,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
34718,1188,0,0,30.46153846,65.51570569,1366546.147,3486,0,25779,5409,1,0,1902.949572,1484.300666,398.9555556,398686.2901,4,0,0,0,0,0,35906,1458881,0,0,30408,34,0,0,0,0,0,0
0,0,0,0,0,0,0,139,0,7,7,7,0,6849.315068,13698.63014,0,0,0,0,0,2,0,0,0,0,0,0,5792,0,0,0,0,0,0,0
106,90440,0,0,1064,626.2310923,21281.21638,787517,1,4118267,896342,1,0,6.345866655,19.97772836,801.2920354,505513.0122,4,0,0,3,0,0,90546,28996,0,0,16383,12,0,0,0,0,0,1
90,122,45,61,61,0,203065.1341,1027,9,8,8,8,0,1915.708812,1915.708812,51.4,76.8,0,0,0,1,0,0,212,203065,0,0,0,1,0,0,0,0,0,0
454,23174,0,0,565.2195122,627.4230037,890111.132,3759,1,25879,4049,1,0,1506.875118,1544.546996,288.1463415,272325.0154,4,0,0,1,0,0,23628,940605,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,398,0,3,3,3,0,2493.765586,4987.531172,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
29408,968,0,0,50.94736842,39.69812994,37656.18279,73925,2,801538,110063,2,0,45.86774964,23.55370928,532.9122807,468229.0815,4,0,0,0,0,0,30376,48414,0,0,16383,32,0,0,0,0,0,1
470,41882,0,0,761.4909091,634.7073363,1549935.956,2847,1,26831,3078,0,0,1976.21226,2012.808783,385.0181818,342784.4951,4,0,0,1,0,0,42352,1621253,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,53684,9,7,7,7,0,36.20171596,24.13447731,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
454,27880,0,0,619.5555556,632.8277647,1410915.247,2644,1,19556,3067,0,0,2191.016831,2240.812668,314.8222222,292085.6759,4,0,0,1,0,0,28334,1513649,0,0,14480,12,0,0,0,0,0,0
700,700,0,0,46.66666667,96.39551462,78913.25179,4878,1,17286,7668,1,0,789.1325179,845.4991263,46.66666667,8971.678161,4,0,0,1,0,0,1400,116656,0,0,10136,6,0,0,0,0,0,0
1016,0,0,0,0,0,2552.052066,184034,2,322962,322952,10,0,15.07117362,7.535586809,101.6,45878.04444,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
376,0,0,0,0,0,674.4733368,218576,5,506303,506297,6,0,12.55668446,5.381436198,34.18181818,5783.563636,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,361,0,5,5,5,0,2732.240437,5464.480874,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
0,0,0,0,0,0,0,334,0,5,5,5,0,2949.852507,5899.705015,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,335,0,4,4,4,0,2949.852507,5899.705015,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
2728,1512,0,0,100.8,74.74451724,992044.9228,895,3,3726,1303,2,0,3743.565746,3509.592887,132.5,25628.64516,4,0,0,0,0,0,4240,1385620,0,0,14480,12,0,0,0,0,0,0
222,924,0,0,18.11764706,20.1788474,51989.29365,3071,0,21543,3326,0,0,2268.293789,2313.659665,11.23529412,271.1124054,4,0,0,1,0,0,1146,55378,0,0,20272,20,0,0,0,0,0,0
24,2102,0,0,300.2857143,504.6664622,7480.121033,58964,5,236315,101615,7,0,24.62880867,24.62880867,141.7333333,132735.2095,4,0,0,1,0,0,2126,20919,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,322,0,5,5,5,0,3058.103976,6116.207951,0,0,0,0,0,2,0,0,0,0,0,0,20272,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35534,9,7,7,7,0,43.23078032,28.82052021,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,325,0,3,3,3,0,3048.780488,6097.560976,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
454,22020,0,0,537.0731707,623.8021477,147387.8884,23665,1,151842,23980,1,0,262.326045,268.8841962,274.0731707,262393.3526,4,0,0,1,0,0,22474,150649,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,313,0,2,2,2,0,3174.603175,6349.206349,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
0,0,0,0,0,0,0,108211,5,4,4,4,0,14.90246338,9.934975585,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,377,0,1,1,1,0,2645.502646,5291.005291,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
0,0,0,0,0,0,0,320,0,2,2,2,0,3105.590062,6211.180124,0,0,0,0,0,2,0,0,0,0,0,0,7240,0,0,0,0,0,0,0
318,992,0,0,76.30769231,169.7053253,11222.19081,52349,1,116131,53334,1,0,162.7645996,111.3652523,39.6969697,12413.7178,4,0,0,0,0,0,1310,11429,0,0,11584,8,0,0,0,0,0,0
318,992,0,0,76.30769231,169.7053253,280034.2027,785,0,4125,1407,2,0,4061.564771,2778.96537,39.6969697,12413.7178,4,0,0,0,0,0,1310,488259,0,0,11584,8,0,0,0,0,0,0
0,0,0,0,0,0,0,384,0,3,3,3,0,2583.979328,5167.958656,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,342,0,2,2,2,0,2906.976744,5813.953488,0,0,0,0,0,2,0,0,0,0,0,0,47784,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28769,4,2,2,2,0,69.3481276,46.23208507,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
470,31274,0,0,665.4042553,640.4863186,611814.59,9754,1,51115,10014,1,0,886.5760817,905.8494748,337.7021277,311645.5447,4,0,0,1,0,0,31744,652202,0,0,14480,12,0,0,0,0,0,0
482,0,0,0,0,0,500.5763898,297955,3,894483,647292,2,0,7.269781595,5.192701139,37.07692308,8190.910256,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
120,0,0,0,0,0,97.86363681,475602,1,1198275,770684,2,0,5.708712147,4.077651534,9.230769231,507.6923077,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
700,700,0,0,46.66666667,96.39551462,105804.1112,4231,2,12775,4606,1,0,1058.041112,1133.615478,46.66666667,8971.678161,4,0,0,1,0,0,1400,115807,0,0,10136,6,0,0,0,0,0,0
0,0,0,0,0,0,0,363,0,2,2,2,0,2739.726027,5479.452055,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
948,9224,0,0,614.9333333,676.0667197,10037.18059,1000712,3,1012884,1001775,2,0,9.867460274,14.80119041,391.2307692,332648.5046,4,0,0,1,0,0,5086,904901,15,9224,8688,4,0,0,0,0,0,0
74,106,37,53,53,0,164986.2511,1077,6,8,8,8,0,1833.180568,1833.180568,43.4,76.8,0,0,0,1,0,0,180,164986,0,0,0,1,0,0,0,0,0,0
454,29384,0,0,625.1914894,641.0111794,390913.0213,8741,1,75715,8996,1,0,602.6542992,615.7554796,317.4255319,299164.8922,4,0,0,1,0,0,29838,425430,0,0,14480,12,0,0,0,0,0,0
120,0,0,0,0,0,187.4947267,305988,6,614663,308665,2,0,9.374736336,7.81228028,10,545.4545455,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
4860,5350,0,0,486.3636364,658.8466093,7170.457434,271878,2,1251155,548354,2,0,8.427569952,7.725272456,425.4166667,338046.3406,4,0,0,0,0,0,10210,11763,0,0,16383,8,0,0,0,0,0,1
90,122,45,61,61,0,204042.3484,1023,9,7,7,7,0,1924.927815,1924.927815,51.4,76.8,0,0,0,1,0,0,212,204042,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,314,0,2,2,2,0,3164.556962,6329.113924,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,125,0,3,3,3,0,7812.5,15625,0,0,0,0,0,2,0,0,0,0,0,0,28960,0,0,0,0,0,0,0
394,1026,0,0,146.5714286,250.3183687,1918.159431,275996,4,666993,427426,5,0,9.455715507,9.455715507,94.66666667,33537.80952,4,0,0,1,0,0,1420,3580,0,0,16383,2,0,0,0,0,0,1
222,924,0,0,18.11764706,20.1788474,522.0316963,384556,1,2194750,567908,1,0,22.77625202,23.23177706,11.23529412,271.1124054,4,0,0,1,0,0,1146,529,0,0,20272,20,0,0,0,0,0,0
0,1422,0,0,284.4,389.4307384,2486.518245,571011,3,571436,571148,1,0,6.994425443,8.743031804,142.2,89870.4,4,0,0,1,0,0,0,0,0,0,5792,0,0,0,0,0,0,0
0,0,0,0,0,0,0,352,0,2,2,2,0,2824.858757,5649.717514,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
474,1049090,0,0,1411.965007,203.4739302,425532.1564,30001,1,2465985,47928,1,0,132.9833601,301.2397455,979.0708955,452393.2387,4,0,0,2,0,0,1049564,427303,0,0,7240,2,0,0,0,0,0,0
0,0,0,0,0,0,0,310,0,3,3,3,0,3194.888179,6389.776358,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
948,9224,0,0,614.9333333,676.0667197,10045.78476,999519,3,1012076,1000766,2,0,11.85110275,14.81387843,363.2857143,318535.9153,4,0,0,1,0,0,10172,10057,0,0,8688,4,0,0,0,0,0,0
454,21308,0,0,519.7073171,632.3075298,690506.4094,9213,1,30927,9844,1,0,1269.196599,1300.926514,265.3902439,263121.9693,4,0,0,1,0,0,21762,720786,0,0,14480,12,0,0,0,0,0,0
454,24184,0,0,537.4222222,630.7118809,965968.7917,3713,0,24874,3956,1,0,1646.671371,1764.290755,279.9772727,271539.011,4,0,0,1,0,0,24638,1022960,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,127,0,4,4,4,0,7633.587786,15267.17557,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,338,0,2,2,2,0,2941.176471,5882.352941,0,0,0,0,0,2,0,0,0,0,0,0,13032,0,0,0,0,0,0,0
0,0,0,0,0,0,0,346,0,2,2,2,0,2873.563218,5747.126437,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
424,192,88,24,48,27.71281292,343366.7781,1083,5,706,695,3,0,2229.654404,2229.654404,78.22222222,1304.444444,0,0,0,1,0,0,616,343366,0,0,0,3,0,0,0,0,0,0
2912,1512,0,0,56,74.92355078,5369.381659,329661,1,823394,329661,1,0,31.55604049,32.76973436,81.92592593,23764.97554,4,0,0,1,0,0,4424,5584,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,183103,0,9,9,9,0,5.461138538,10.92227708,0,0,0,0,0,2,0,0,0,0,0,0,16383,0,0,0,0,0,0,0
0,0,0,0,0,0,0,328,0,3,3,3,0,3021.148036,6042.296073,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
65732,0,0,0,0,0,83671.61196,158976,1,721422,253868,1,0,71.28354941,14.00212578,966.6470588,458025.0079,4,0,0,0,0,0,65732,145505,0,0,16383,52,0,0,0,0,0,1
0,0,0,0,0,0,0,30854,2,8,8,8,0,59.89458553,39.92972369,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,0
0,0,0,0,0,0,0,344,0,2,2,2,0,2890.17341,5780.346821,0,0,0,0,0,2,0,0,0,0,0,0,30408,0,0,0,0,0,0,0
34476,1188,0,0,30.46153846,65.51570569,42907.26045,84683,3,830636,84683,2,0,60.15486268,46.92079289,396.2666667,394010.0404,4,0,0,0,0,0,35664,47632,0,0,30408,34,0,0,0,0,0,0
0,0,0,0,0,0,0,315,0,2,2,2,0,3154.574132,6309.148265,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
368,0,0,0,0,0,713.1630915,256979,3,453979,357401,2,0,13.56560228,9.689715917,28.30769231,4774.564103,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,366,0,2,2,2,0,2717.391304,5434.782609,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
90,122,45,61,61,0,211576.8463,989,4,9,9,9,0,1996.007984,1996.007984,51.4,76.8,0,0,0,1,0,0,212,211576,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,313,0,2,2,2,0,3174.603175,6349.206349,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
96,0,0,0,0,0,130.9612968,293264,2,614704,559909,1,0,8.185081053,6.820900877,8,349.0909091,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,337,0,4,4,4,0,2932.55132,5865.102639,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
0,0,0,0,0,0,0,366,0,2,2,2,0,2717.391304,5434.782609,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
0,0,0,0,0,0,0,38443,3,8,8,8,0,55.64417405,37.09611604,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,0,0,0,0,0,0,327,0,3,3,3,0,3030.30303,6060.606061,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,342,0,2,2,2,0,2906.976744,5813.953488,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
1436,8150,0,0,740.9090909,619.5276353,12277.0573,164516,1,718074,372118,1,0,11.52655077,14.0880065,456.4761905,301103.6619,4,0,0,1,0,0,9586,27341,0,0,16383,4,0,0,0,0,0,1
0,0,0,0,0,0,0,313,0,4,4,4,0,3154.574132,6309.148265,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
486,76370,0,0,920.1204819,567.4214762,1647573.315,4874,0,46176,7036,1,0,1757.845996,1779.283142,462.9879518,370374.5574,4,0,0,1,0,0,76856,1701483,0,0,14480,12,0,0,0,0,0,0
90,0,0,0,0,0,161.4123943,220506,3,456609,456608,1,0,10.76082629,5.380413144,9,360,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,0
0,0,0,0,0,0,0,348,0,4,4,4,0,2840.909091,5681.818182,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
3232,1512,0,0,100.8,74.74451724,1085831.998,796,3,3705,1240,2,0,3662.165255,3433.279927,148.25,47142.12903,4,0,0,0,0,0,4744,1576079,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,329,0,4,4,4,0,3003.003003,6006.006006,0,0,0,0,0,2,0,0,0,0,0,0,30408,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50266,3,6,6,6,0,43.57804828,29.05203219,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
0,8192,0,0,910.2222222,690.1336425,33730.11788,195719,4,242320,195940,4,0,24.70467618,37.05701428,512,471500.8,4,0,0,1,0,0,8192,41591,0,0,5792,0,0,0,0,0,0,0
0,0,0,0,0,0,0,320,0,2,2,2,0,3105.590062,6211.180124,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,312,0,23,23,23,0,2985.074627,5970.149254,0,0,0,0,0,2,0,0,0,0,0,0,20272,0,0,0,0,0,0,0
948,9224,0,0,614.9333333,676.0667197,10118.73498,999532,3,1004714,1000808,3,0,11.93716278,14.92145347,363.2857143,318535.9153,4,0,0,1,0,0,10172,10132,0,0,8688,4,0,0,0,0,0,0
0,0,0,0,0,0,0,316,0,2,2,2,0,3144.654088,6289.308176,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
400,192,88,24,48,27.71281292,317596.5665,1109,4,750,734,5,0,2145.922747,2145.922747,75.55555556,1057.777778,0,0,0,1,0,0,592,317596,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,28518,3,6,6,6,0,69.90888542,46.60592361,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,0
0,0,0,0,0,0,0,123277,2,4,4,4,0,24.3145328,16.20968853,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,0
486,42190,0,0,715.0847458,612.6022023,1990392.239,1886,0,20960,2103,1,0,2705.09771,2751.737326,361.6610169,312186.3456,4,0,0,1,0,0,42676,2105377,0,0,14480,12,0,0,0,0,0,0
3880,6362,0,0,57.31531532,146.4802178,15329.37502,56641,0,667556,57338,1,0,164.6388647,166.1355816,46.13513514,14742.36175,4,0,0,1,0,0,10242,15380,0,0,41992,50,0,0,0,0,0,0
454,27632,0,0,614.0444444,630.8251435,1518572.587,1863,1,17869,2077,1,0,2379.021357,2433.090024,312.0666667,289143.973,4,0,0,1,0,0,28086,1638431,0,0,14480,12,0,0,0,0,0,0
122,174,0,0,19.33333333,15.0249792,222.699555,646015,5,1245665,723699,7,0,7.523633614,6.771270253,14.8,186.9052632,4,0,0,0,0,0,296,886,0,0,16383,6,0,0,0,0,0,1
454,17918,0,0,484.2702703,609.1621591,748197.923,5629,0,23982,5889,1,0,1466.096518,1506.821421,248.2702703,239679.8164,4,0,0,1,0,0,18372,789921,0,0,14480,12,0,0,0,0,0,0
454,26722,0,0,593.8222222,639.671659,1209273.35,3796,1,21899,4033,1,0,1957.905042,2002.402883,301.9555556,288628.6722,4,0,0,1,0,0,27176,1282794,0,0,14480,12,0,0,0,0,0,0
486,57108,0,0,804.3380282,606.6677119,471278.476,7674,0,121638,7970,1,0,572.7939251,580.9766955,405.5915493,342992.8674,4,0,0,1,0,0,57594,491605,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,137,0,5,5,5,0,7042.253521,14084.50704,0,0,0,0,0,2,0,0,0,0,0,0,65160,0,0,0,0,0,0,0
1278,525432,0,0,1207.889655,504.7649238,125902.9306,2613864,0,4182975,2621321,1,0,56.89069409,103.9808905,781.4688427,495998.2702,4,0,0,1,0,0,263355,352953,435,525432,34752,40,0,0,0,0,0,0
90,122,45,61,61,0,205825.2427,1014,8,8,8,8,0,1941.747573,1941.747573,51.4,76.8,0,0,0,1,0,0,212,205825,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,320,0,4,4,4,0,3086.419753,6172.839506,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
